,sentence,label
8008,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0
7117,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0
7896,Hope you are having a good week. Just checking in,0
4034,"However, it has also made us think more about our general health with a renewed focus on the mental health fallout from months under lockdown",1
3418,"The latter will allow us to leverage synergies between BRB and established audiences in other verticals such as financial services, telcos, travel or media",1
6904,"If you want to find out more about Work For Good and their current fundraising round, visit their pitch page on Seedtribe.",1
9219,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,0
3340,Why did you set up this company?,1
8532,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0
5886,"The airline focuses on point-to-point direct flights from the UK to secondary cities in several South Asian countries, starting with India",1
8295,TELL HER I SAID EAT SHIT.,0
5503,"If current trends continue, our oceans could contain more plastic than fish by 2050",1
3402,What does your company do?,1
7195,Gud mrng dear hav a nice day,0
7786,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0
7449,10 min later k...,0
5737,That’s partly why I joined Angel Investment Network last year,1
3498,"The last year has been an important one for the Angel Investment Network – we turned 15 and welcomed new team members, growing the team significantly with a third of our London team joining towards the end of the year",1
7129,K..k:)how much does it cost?,0
2064,"As Julian’s gelato business gained traction in the Chinese market, opportunities to exit began to appear",1
5763,"So, build the story of your pitch by putting dollar signs in the eyes of investors and by explaining to them how you are well-placed to execute on this grand vision.",1
8053,Jay's getting really impatient and belligerent,0
3185,There are so many startups who just do not have the time to get involved in the engagement as they are busy building their startup.,1
299,Is there anything your business is doing to help in your community or with the wider crisis?,1
7307,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0
7038,Anything lor... U decide...,0
2536,"If you are an investor interested in attending the event, or a suitable start up, you can apply here.",1
8954,Good night. Am going to sleep.,0
1982,My strong conclusion is we need successful women to become investors themselves to shake up the system,1
11008,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0
1550,"Mammalo is a marketplace for on-demand local services delivered at home, where people can find and book anything they need from a painter to a hairdresser",1
11686,Eatin my lunch...,0
3195,Is there anything your business is doing to help in your community or with the wider crisis?,1
6696,"Should any complications occur during labour, ambulance crews also know exactly where to go, to provide life-saving assistance.",1
8048,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,0
4768,"Third party validation reports, marketing campaigns & events to raise funds, Legal & IT costs.",1
8396,Shall i start from hear.,0
12108,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0
6891,"Work for Good is encouraging businesses to give in a smart way that is good for business, specifically by linking donations visibly to what they do, and talk about it with pride and authenticity in a way that will engage all their stakeholders, and inspire other businesses to follow suit.",1
120,"Indeed research from the British Bank shows that for every £1 of Venture Capital investment, all-female founding teams get just 1p.",1
2837,"I also suffer from Diabetes, as does my mother, and our research showed that 46% of the UK’s population (29 million people) take at least 1 repeat prescription for a chronic condition",1
4065,2020 has brought home our susceptibility and weakness to disease despite our unparalleled technological ascendency,1
12200,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,0
2297,Vosper about his business revolutionising the online shopping experience,1
10123,My uncles in Atlanta. Wish you guys a great semester.,0
4590,Every match is very different.,1
8000,No..but heard abt tat..,0
12032,"* Was really good to see you the other day dudette, been missing you!",0
12101,Nope thats fine. I might have a nap tho! ,0
10469,aathi..where are you dear..,0
8228,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,0
12362,I'm in inside office..still filling forms.don know when they leave me.,0
7999,"Aight will do, thanks again for comin out",0
53,We look forward to more great insights and revelations in future weeks of ClubHouse,1
2061,In the city he had honed the skills necessary to evaluate quickly whether there was a business opportunity,1
11811,"fyi I'm at usf now, swing by the room whenever",0
8725,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0
9099,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",0
3594,The focus of the book is the need for companies to revolutionise how they create value to remain relevant in today’s world,1
7596,Gud mrng dear have a nice day,0
9534,Ok enjoy . R u there in home.,0
10872,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",0
12412,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0
9152,Hi kindly give us back our documents which we submitted for loan from STAPATI,0
1195,Is there anything your business is doing to help in your community or with the wider crisis?,1
4354,All diagrams in this article remain the Copyright of Propelia Limited,1
9658,Not yet chikku..wat abt u?,0
10432,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0
9400,Hi! This is Roger from CL. How are you?,0
10179,There the size of elephant tablets & u shove um up ur ass!!,0
5578,NEXT PAGEAngel Investment Network celebrates 15th anniversary,1
9046,"Aight fuck it, I'll get it later",0
6787,Pricing films at £1 to own means that independent films can be competitive.,1
8319,Correct. So how was work today,0
681,He continues: “We continue to see strong international growth with startup communities developing throughout the world,1
12074,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",0
10945,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,0
336,"We first met Rav Roberts, CEO of Pharma Sentinel, at one of the virtual events that we hosted",1
